Date,Open,High,Low,Close,Volume,Adj Close
2016-01-27,72.00,72.889999,71.660004,72.410004,2087000,71.653155
2016-01-26,72.00,73.199997,71.739998,72.220001,2601300,71.465138
2016-01-25,72.190002,72.290001,71.519997,71.800003,2398600,71.04953
2016-01-22,71.580002,72.239998,70.949997,72.18,3161400,71.425555
2016-01-21,71.699997,72.139999,70.349998,71.089996,4501400,70.346944
2016-01-20,72.57,72.989998,70.650002,71.419998,3593300,70.673497
2016-01-19,72.470001,73.360001,72.089996,73.160004,3179800,72.395316
2016-01-15,71.480003,72.300003,71.019997,72.080002,4819000,71.326602
2016-01-14,71.730003,72.830002,71.160004,72.370003,3645200,71.613572
2016-01-13,71.360001,72.349998,71.290001,71.699997,2622700,70.950569
2016-01-12,72.139999,72.260002,70.599998,71.269997,2976200,70.525063
2016-01-11,71.25,72.050003,71.199997,71.830002,2968900,71.079215
2016-01-08,71.190002,71.68,70.910004,71.040001,2198000,70.297472
2016-01-07,71.050003,71.769997,70.889999,71.199997,2887800,70.455795
2016-01-06,71.110001,72.18,70.870003,71.860001,2382800,71.1089
2016-01-05,71.18,71.849998,70.18,71.699997,2706800,70.950569
2016-01-04,70.93,71.209999,70.160004,71.190002,3565500,70.445905
2015-12-31,72.139999,72.220001,70.739998,71.389999,2999500,70.643812
2015-12-30,72.370003,72.599998,72.120003,72.190002,2062000,71.435453
2015-12-29,72.279999,72.75,72.169998,72.370003,1943600,71.613572
2015-12-28,71.75,72.260002,71.599998,71.919998,2351800,71.168271
2015-12-24,72.00,72.389999,71.900002,72.040001,1018200,71.287019
2015-12-23,71.150002,72.309998,71.080002,72.00,2737700,71.247437
2015-12-22,70.349998,71.150002,69.660004,70.949997,2949000,70.208408
2015-12-21,69.959999,70.260002,69.330002,69.809998,2122600,69.080325
2015-12-18,70.080002,70.349998,68.779999,69.599998,6136900,68.87252
2015-12-17,70.07,71.019997,69.699997,70.50,4205800,69.763115
2015-12-16,69.290001,70.290001,69.110001,70.029999,4747800,69.298026
2015-12-15,68.57,69.529999,68.260002,68.839996,4185300,68.120462
2015-12-14,67.809998,68.50,67.25,68.449997,3645400,67.734539
2015-12-11,67.190002,67.980003,66.989998,67.839996,4730300,67.130914
2015-12-10,68.449997,68.459999,67.309998,67.43,2972700,66.725204
2015-12-09,68.169998,69.50,67.900002,68.610001,2703200,67.89287
2015-12-08,68.269997,68.599998,67.809998,68.440002,3690100,67.724649
2015-12-07,66.800003,68.559998,66.769997,68.50,4328100,67.784019
2015-12-04,66.489998,67.099998,66.300003,67.040001,2711300,66.339281
2015-12-03,66.040001,66.730003,65.50,66.230003,3960300,65.537749
2015-12-02,67.879997,67.940002,66.059998,66.129997,4304000,65.438789
2015-12-01,68.050003,68.440002,67.389999,68.059998,2846900,67.348616
2015-11-30,67.610001,68.230003,67.550003,67.760002,3847700,67.051756
2015-11-27,67.739998,68.300003,67.489998,67.510002,1482000,66.804369
2015-11-25,67.970001,68.160004,67.580002,67.720001,1973000,67.012173
2015-11-24,67.760002,68.190002,67.360001,68.080002,2860900,67.368411
2015-11-23,69.050003,69.25,67.790001,68.010002,3441400,67.299143
2015-11-20,68.849998,69.459999,68.639999,69.099998,3734400,68.377747
2015-11-19,67.489998,68.529999,67.25,68.489998,3770600,67.774122
2015-11-18,66.139999,67.300003,65.82,67.199997,3856600,66.497604
2015-11-17,67.540001,68.010002,65.650002,65.830002,5423400,65.141929
2015-11-16,66.889999,67.75,66.760002,67.730003,2782100,67.022071
2015-11-13,67.449997,67.989998,66.68,66.889999,3497200,66.190847
2015-11-12,68.010002,68.809998,67.279999,67.290001,3095600,66.586668
2015-11-11,67.529999,68.440002,67.400002,68.230003,2733100,67.516845
2015-11-10,67.25,67.790001,67.129997,67.370003,3068000,66.665833
2015-11-09,67.589996,68.870003,67.330002,67.970001,5404300,66.443181
2015-11-06,69.989998,70.059998,67.07,67.760002,7414700,66.2379
2015-11-05,71.800003,72.18,70.690002,71.449997,4090100,69.845005
2015-11-04,72.07,72.550003,71.699997,71.93,3143800,70.314226
2015-11-03,71.849998,72.370003,71.50,72.239998,2884100,70.61726
2015-11-02,71.400002,72.290001,71.089996,72.18,3324400,70.558611
2015-10-30,71.629997,71.889999,71.269997,71.470001,2918900,69.86456
2015-10-29,71.190002,71.620003,70.300003,71.57,3941400,69.962313
2015-10-28,72.50,72.889999,70.730003,71.550003,2568500,69.942765
2015-10-27,72.25,72.870003,72.019997,72.410004,3096000,70.783447
2015-10-26,73.940002,73.940002,71.589996,72.25,5127700,70.627038
2015-10-23,74.870003,75.239998,73.599998,73.739998,2055000,72.083566
2015-10-22,74.019997,75.290001,73.809998,75.059998,2463000,73.373914
2015-10-21,73.959999,74.379997,73.559998,73.860001,2027500,72.200873
2015-10-20,73.489998,74.080002,73.309998,73.699997,2445200,72.044463
2015-10-19,73.489998,73.779999,72.730003,73.580002,2183600,71.927164
2015-10-16,73.830002,74.169998,73.449997,73.589996,2481900,71.936934
2015-10-15,72.690002,73.589996,72.290001,73.480003,2307900,71.829412
2015-10-14,72.559998,72.940002,72.25,72.339996,2226500,70.715013
2015-10-13,72.75,73.099998,72.25,72.529999,2391100,70.900747
2015-10-12,72.260002,73.470001,72.25,72.82,2304400,71.184234
2015-10-09,72.93,73.239998,72.019997,72.260002,3071600,70.636815
2015-10-08,72.400002,73.220001,72.139999,73.00,2343400,71.360191
2015-10-07,73.150002,73.43,72.589996,72.669998,4093600,71.037602
2015-10-06,72.989998,73.440002,72.339996,73.089996,4497800,71.448165
2015-10-05,72.330002,73.300003,71.779999,73.080002,3157200,71.438395
2015-10-02,71.32,71.989998,70.540001,71.959999,4122600,70.343551
2015-10-01,71.989998,72.129997,70.00,70.669998,3411000,69.082528
2015-09-30,70.949997,72.019997,70.650002,71.940002,3209800,70.324004
2015-09-29,70.440002,70.900002,70.040001,70.730003,2782500,69.141185
2015-09-28,70.589996,71.260002,70.339996,70.449997,3013900,68.867469
2015-09-25,70.309998,71.419998,69.910004,70.709999,3302500,69.12163
2015-09-24,68.870003,70.470001,68.650002,70.32,3774200,68.740391
2015-09-23,69.18,69.360001,68.459999,69.089996,1923800,67.538018
2015-09-22,69.580002,70.040001,68.940002,69.150002,3384900,67.596675
2015-09-21,69.300003,70.18,69.25,70.050003,2510900,68.47646
2015-09-18,69.25,70.059998,69.18,69.449997,5328200,67.889932
2015-09-17,69.230003,70.980003,69.019997,69.910004,4229200,68.339605
2015-09-16,68.919998,69.419998,68.629997,69.18,3410400,67.626
2015-09-15,68.360001,68.900002,67.690002,68.589996,2996300,67.049249
2015-09-14,68.400002,68.860001,68.110001,68.309998,2126500,66.77554
2015-09-11,67.639999,68.360001,67.269997,68.339996,3046100,66.804865
2015-09-10,68.199997,68.50,67.489998,67.739998,3225600,66.218345
2015-09-09,69.629997,69.760002,68.099998,68.209999,3278600,66.677788
2015-09-08,68.800003,69.370003,68.540001,69.360001,2895200,67.801957
2015-09-04,68.699997,68.900002,67.980003,68.260002,3287700,66.726668
2015-09-03,69.540001,69.739998,69.029999,69.279999,2329300,67.723752
2015-09-02,69.68,69.779999,68.669998,69.160004,3501800,67.606453
2015-09-01,70.260002,70.290001,68.660004,69.050003,3813100,67.498923
2015-08-31,71.839996,72.349998,70.349998,70.910004,4338400,69.317142
2015-08-28,72.599998,72.599998,71.160004,72.389999,3022400,70.763892
2015-08-27,72.230003,72.82,71.699997,72.519997,4762900,70.89097
2015-08-26,71.220001,71.940002,70.529999,71.739998,6795900,70.128492
2015-08-25,73.269997,74.120003,70.150002,70.209999,5583000,68.632862
2015-08-24,74.660004,75.190002,72.029999,72.440002,7492800,70.812772
2015-08-21,76.150002,77.529999,75.870003,76.709999,6031900,74.986851
2015-08-20,76.779999,77.449997,76.25,76.769997,3740000,75.045501
2015-08-19,76.099998,77.389999,75.610001,77.209999,4422200,75.47562
2015-08-18,76.389999,76.489998,76.00,76.239998,2681100,74.527408
2015-08-17,76.449997,76.940002,76.139999,76.519997,2401600,74.801117
2015-08-14,75.370003,76.480003,75.139999,76.370003,2455800,74.654492
2015-08-13,75.379997,75.830002,74.669998,75.580002,2690600,73.882237
2015-08-12,74.400002,76.050003,74.220001,75.559998,4380600,73.862683
2015-08-11,75.040001,75.879997,74.57,75.290001,3431800,72.792283
2015-08-10,75.150002,75.410004,74.589996,74.809998,3594500,72.328203
2015-08-07,73.589996,75.339996,73.139999,75.150002,3637500,72.656928
2015-08-06,73.980003,73.980003,72.650002,73.839996,4098000,71.390381
2015-08-05,74.199997,74.489998,73.660004,73.980003,1979300,71.525744
2015-08-04,74.879997,74.879997,73.769997,73.919998,2413800,71.467729
2015-08-03,74.300003,75.080002,74.290001,74.959999,2754400,72.473229
2015-07-31,74.199997,74.93,74.029999,74.220001,2761200,71.75778
2015-07-30,72.75,73.68,72.68,73.449997,2479200,71.01332
2015-07-29,72.93,73.269997,72.410004,73.110001,2797100,70.684603
2015-07-28,72.800003,73.379997,72.68,73.129997,3242800,70.703936
2015-07-27,71.760002,73.309998,71.75,73.00,3104000,70.578252
2015-07-24,71.57,72.019997,71.25,71.690002,1817700,69.311713
2015-07-23,72.260002,72.309998,71.019997,71.559998,3358700,69.186021
2015-07-22,72.459999,73.019997,72.290001,72.370003,3316600,69.969154
2015-07-21,73.199997,73.199997,72.019997,72.419998,2939800,70.017491
2015-07-20,73.599998,73.779999,72.769997,73.269997,2897000,70.839291
2015-07-17,74.489998,74.739998,73.50,73.57,3779600,71.129342
2015-07-16,74.110001,74.989998,74.07,74.809998,3137300,72.328203
2015-07-15,73.699997,74.150002,73.360001,74.019997,2521500,71.56441
2015-07-14,74.559998,74.809998,73.50,73.800003,3372500,71.351715
2015-07-13,74.57,74.940002,73.940002,74.349998,2796000,71.883464
2015-07-10,74.379997,75.169998,73.980003,74.370003,2381600,71.902805
2015-07-09,74.949997,75.230003,73.690002,74.07,4500100,71.612755
2015-07-08,74.830002,75.57,74.699997,74.790001,2918900,72.30887
2015-07-07,73.220001,75.709999,73.220001,75.269997,6836500,72.772942
2015-07-06,72.370003,73.00,72.220001,72.849998,2830200,70.433226
2015-07-02,71.68,72.639999,71.43,72.529999,3377400,70.123843
2015-07-01,70.800003,71.120003,70.239998,71.080002,2372500,68.721949
2015-06-30,70.989998,71.040001,70.410004,70.620003,3911300,68.27721
2015-06-29,71.080002,71.709999,70.82,70.849998,3219700,68.499576
2015-06-26,70.589996,71.370003,70.470001,71.00,4537300,68.644601
2015-06-25,71.190002,71.330002,70.68,70.68,2899700,68.335217
2015-06-24,72.010002,72.25,70.93,70.93,4908400,68.576924
2015-06-23,72.919998,73.120003,71.769997,71.779999,3937400,69.398724
2015-06-22,73.459999,73.550003,72.910004,73.07,2246200,70.645929
2015-06-19,74.349998,74.519997,73.139999,73.199997,7284800,70.771614
2015-06-18,73.209999,74.589996,73.209999,74.540001,4779000,72.067164
2015-06-17,72.519997,73.199997,71.940002,73.080002,3861500,70.6556
2015-06-16,72.620003,72.709999,72.139999,72.57,3215200,70.162517
2015-06-15,72.400002,72.900002,72.169998,72.50,2928200,70.094839
2015-06-12,72.379997,73.029999,72.339996,72.529999,3788100,70.123843
2015-06-11,72.580002,73.169998,72.559998,72.860001,3427300,70.442897
2015-06-10,72.580002,73.00,72.010002,72.050003,3512300,69.659771
2015-06-09,72.370003,72.93,72.080002,72.129997,3618200,69.737111
2015-06-08,72.68,72.849998,72.260002,72.449997,4761700,70.046495
2015-06-05,73.50,73.800003,72.849998,72.849998,5564700,70.433226
2015-06-04,74.00,74.690002,73.959999,74.209999,4544700,71.74811
2015-06-03,75.00,75.389999,73.529999,74.199997,5565000,71.738439
2015-06-02,75.629997,75.629997,74.709999,75.050003,5105400,72.560247
2015-06-01,76.260002,76.360001,75.690002,76.00,4027000,73.478728
2015-05-29,76.160004,76.260002,75.580002,75.730003,3115900,73.217688
2015-05-28,76.190002,76.300003,75.75,75.949997,3167200,73.430384
2015-05-27,76.00,76.400002,75.830002,76.209999,2789200,73.68176
2015-05-26,76.029999,76.139999,75.300003,75.760002,2851500,73.246692
2015-05-22,76.00,76.269997,75.720001,76.050003,2150700,73.527072
2015-05-21,76.57,76.639999,76.019997,76.160004,3192700,73.633423
2015-05-20,76.199997,76.980003,76.150002,76.540001,3395300,74.000814
2015-05-19,75.589996,76.349998,75.559998,76.190002,2802900,73.662427
2015-05-18,75.940002,76.269997,75.639999,76.029999,3076900,73.507731
2015-05-15,75.730003,76.550003,75.730003,76.150002,3333200,73.623753
2015-05-14,74.349998,75.800003,74.220001,75.489998,5111600,72.985645
2015-05-13,75.730003,75.989998,74.040001,74.440002,4505800,71.970483
2015-05-12,76.150002,76.580002,75.550003,76.300003,4115000,73.000153
2015-05-11,77.00,77.730003,76.43,76.57,2892200,73.258473
2015-05-08,77.650002,78.129997,76.760002,77.110001,3378500,73.77512
2015-05-07,76.400002,77.110001,76.400002,76.809998,3601600,73.488091
2015-05-06,76.18,76.690002,75.739998,76.410004,4844900,73.105397
2015-05-05,77.610001,77.839996,76.209999,76.25,3820400,72.952313
2015-05-04,77.900002,78.849998,77.68,77.959999,2745900,74.588357
2015-05-01,77.709999,78.129997,76.870003,77.900002,2861400,74.530955
2015-04-30,78.419998,78.419998,76.959999,77.57,4305700,74.215225
2015-04-29,78.239998,78.639999,77.779999,78.43,3873200,75.038032
2015-04-28,78.040001,78.989998,77.860001,78.970001,2626000,75.554679
2015-04-27,79.599998,79.730003,78.18,78.370003,2860900,74.980629
2015-04-24,78.82,79.879997,78.75,79.410004,2599700,75.975652
2015-04-23,78.169998,79.260002,78.139999,78.860001,2429300,75.449435
2015-04-22,78.50,78.709999,77.870003,78.300003,2466800,74.913657
2015-04-21,78.629997,79.389999,77.669998,78.07,3312000,74.693601
2015-04-20,77.639999,79.150002,77.510002,78.610001,2624900,75.210247
2015-04-17,76.989998,77.739998,76.809998,77.309998,2924500,73.966467
2015-04-16,77.849998,77.989998,76.739998,77.309998,2903600,73.966467
2015-04-15,77.720001,78.57,77.580002,78.019997,2671800,74.64576
2015-04-14,77.379997,77.959999,77.169998,77.589996,2260200,74.234357
2015-04-13,77.589996,77.940002,77.139999,77.230003,2265500,73.889933
2015-04-10,77.199997,78.209999,77.169998,77.839996,2191300,74.473545
2015-04-09,77.120003,77.199997,76.529999,77.010002,2050900,73.679446
2015-04-08,77.50,77.620003,76.699997,77.300003,3168200,73.956905
2015-04-07,78.129997,78.459999,77.440002,77.650002,3690800,74.291767
2015-04-06,77.440002,78.730003,77.269997,78.239998,5267500,74.856247
2015-04-02,76.800003,77.279999,76.459999,76.970001,2505500,73.641175
2015-04-01,76.940002,77.389999,76.160004,76.830002,3388400,73.507231
2015-03-31,75.839996,76.849998,75.50,76.779999,6030800,73.45939
2015-03-30,75.410004,76.18,75.089996,75.900002,3353500,72.617451
2015-03-27,74.660004,75.190002,74.300003,75.00,3182700,71.756373
2015-03-26,74.849998,75.18,73.629997,74.349998,4173700,71.134483
2015-03-25,76.309998,76.75,74.82,74.959999,2984200,71.718102
2015-03-24,76.68,77.269997,75.709999,76.059998,2642300,72.770528
2015-03-23,76.68,76.989998,76.440002,76.800003,3073000,73.478529
2015-03-20,76.110001,76.75,75.860001,76.669998,7064800,73.354147
2015-03-19,76.18,77.139999,75.800003,76.010002,4431200,72.722695
2015-03-18,75.07,76.809998,74.790001,76.400002,5754400,73.095827
2015-03-17,75.360001,75.889999,74.82,75.080002,2565900,71.832915
2015-03-16,75.190002,76.330002,75.150002,75.709999,3235700,72.435666
2015-03-13,75.239998,75.239998,73.980003,74.610001,3090000,71.383241
2015-03-12,74.650002,75.459999,74.57,75.279999,3497400,72.024263
2015-03-11,75.059998,75.230003,74.040001,74.279999,4941000,71.067511
2015-03-10,74.199997,75.449997,73.980003,74.699997,5272100,71.469345
2015-03-09,75.00,75.480003,74.75,74.760002,3301300,71.526755
2015-03-06,76.559998,76.559998,74.550003,74.959999,6385700,71.718102
2015-03-05,77.290001,77.889999,77.169998,77.580002,2562900,74.224794
2015-03-04,77.120003,77.300003,76.57,77.080002,2773200,73.746419
2015-03-03,77.059998,77.510002,76.610001,77.510002,3688300,74.157822
2015-03-02,78.480003,78.480003,76.389999,77.059998,5027800,73.727279
2015-02-27,78.489998,78.870003,78.029999,78.550003,2474500,75.152845
2015-02-26,79.269997,79.360001,78.50,78.559998,2548600,75.162407
2015-02-25,79.949997,79.959999,78.75,79.010002,3250200,75.592949
2015-02-24,79.080002,80.18,78.760002,79.849998,3771500,76.396617
2015-02-23,78.860001,79.610001,78.410004,79.260002,3944000,75.832137
2015-02-20,79.139999,79.610001,77.790001,78.709999,4419200,75.305921
2015-02-19,81.209999,81.230003,79.120003,79.169998,5473000,75.746026
2015-02-18,79.230003,81.419998,79.029999,80.970001,4841300,77.468182
2015-02-17,79.440002,80.919998,78.800003,79.389999,6286600,75.956512
2015-02-13,80.970001,80.970001,79.209999,79.839996,4677500,76.387048
2015-02-12,81.690002,82.050003,80.889999,81.059998,4835900,77.554286
2015-02-11,83.089996,83.300003,81.599998,81.849998,3368200,78.310121
2015-02-10,82.599998,84.290001,82.389999,84.18,4130500,79.778733
2015-02-09,83.150002,83.610001,82.209999,82.699997,3937400,78.37611
2015-02-06,86.07,86.610001,82.529999,83.110001,4326800,78.764677
2015-02-05,86.529999,86.809998,85.769997,86.720001,2548600,82.185932
2015-02-04,86.660004,87.18,85.760002,85.980003,3686300,81.484625
2015-02-03,86.900002,87.120003,86.309998,86.779999,3980100,82.242793
2015-02-02,87.00,87.290001,86.110001,87.00,3610600,82.451292
2015-01-30,88.860001,89.389999,87.07,87.139999,3526400,82.583971
2015-01-29,87.860001,89.580002,87.370003,89.360001,2850500,84.687902
2015-01-28,88.959999,89.970001,87.660004,87.849998,3199800,83.256849
2015-01-27,88.459999,89.260002,88.349998,88.720001,1907000,84.081364
2015-01-26,88.629997,88.699997,87.82,88.550003,1749500,83.920254
2015-01-23,88.949997,89.230003,88.610001,88.720001,1815400,84.081364
2015-01-22,88.830002,89.290001,87.940002,88.629997,2542200,83.996066
2015-01-21,87.50,88.790001,86.900002,88.68,2834700,84.043455
2015-01-20,87.440002,87.730003,86.730003,87.690002,3179900,83.105218
2015-01-16,86.730003,87.389999,86.599998,87.349998,3903900,82.782991
2015-01-15,85.690002,86.949997,85.360001,86.760002,3886000,82.223842
2015-01-14,85.080002,85.779999,84.650002,85.690002,3383100,81.209786
2015-01-13,85.300003,86.779999,85.169998,85.470001,3529600,81.001287
2015-01-12,85.199997,85.489998,84.650002,85.010002,2295900,80.565339
2015-01-09,85.00,85.389999,84.220001,84.93,2679100,80.48952
2015-01-08,84.919998,85.279999,84.57,84.809998,2165100,80.375791
2015-01-07,84.260002,84.889999,83.720001,84.470001,2583500,80.053571
2015-01-06,82.919998,84.790001,82.919998,84.199997,5290900,79.797684
2015-01-05,83.599998,83.910004,82.610001,82.839996,3780400,78.50879
2015-01-02,83.540001,84.230003,83.089996,84.050003,2266200,79.655532
2014-12-31,84.82,85.160004,83.50,83.540001,2802400,79.172195
2014-12-30,86.830002,86.830002,84.540001,84.699997,2983900,80.271542
2014-12-29,85.75,87.290001,85.699997,86.830002,4068700,82.290182
2014-12-26,85.129997,86.43,85.120003,85.809998,2982900,81.323507
2014-12-24,83.82,85.220001,83.82,84.970001,2407400,80.527429
2014-12-23,83.769997,84.209999,83.489998,83.68,2022200,79.304875
2014-12-22,83.07,83.739998,82.839996,83.610001,2688100,79.238535
2014-12-19,83.129997,83.599998,82.669998,82.849998,4738100,78.518269
2014-12-18,81.379997,83.010002,81.199997,83.010002,4349700,78.669907
2014-12-17,81.110001,81.639999,80.360001,81.370003,3382100,77.115653
2014-12-16,81.260002,82.029999,80.209999,80.620003,3606600,76.404866
2014-12-15,82.690002,82.910004,81.080002,81.139999,4389300,76.897675
2014-12-12,82.519997,83.519997,82.360001,82.690002,3339500,78.366638
2014-12-11,82.580002,83.510002,82.559998,82.889999,2956600,78.556178
2014-12-10,82.169998,83.169998,82.040001,82.25,3936100,77.949641
2014-12-09,81.400002,82.330002,81.18,82.18,3871300,77.883301
2014-12-08,80.910004,82.099998,80.910004,81.629997,3740300,77.362054
2014-12-05,81.489998,81.690002,80.230003,80.730003,3577200,76.509116
2014-12-04,82.010002,82.480003,81.769997,82.349998,2533800,78.044411
2014-12-03,82.120003,82.459999,81.519997,81.970001,2207300,77.684281
2014-12-02,81.839996,82.540001,81.370003,82.339996,3174600,78.034932
2014-12-01,80.389999,82.739998,80.160004,82.00,5087200,77.712712
2014-11-28,80.00,81.589996,79.940002,80.900002,2393300,76.670226
2014-11-26,79.309998,79.93,79.309998,79.690002,1990600,75.52349
2014-11-25,79.169998,79.290001,78.510002,79.150002,4188600,75.011723
2014-11-24,80.059998,80.220001,79.010002,79.029999,5065100,74.897994
2014-11-21,80.699997,80.730003,79.239998,79.769997,5247700,75.599302
2014-11-20,80.379997,80.82,80.080002,80.169998,2114100,75.97839
2014-11-19,80.199997,80.68,79.690002,80.379997,2756400,76.177409
2014-11-18,80.449997,80.879997,79.879997,80.309998,3762500,76.111069
2014-11-17,79.169998,80.480003,79.089996,80.300003,2983100,76.101598
2014-11-14,78.550003,79.510002,78.550003,79.110001,3204600,74.973813
2014-11-13,80.040001,80.489998,78.709999,78.989998,4119200,74.860085
2014-11-12,81.019997,81.449997,79.650002,79.849998,5524300,75.675121
2014-11-11,82.620003,83.099998,82.360001,82.660004,2740400,77.584778
2014-11-10,82.099998,83.040001,82.07,82.809998,2582500,77.725563
2014-11-07,81.199997,82.089996,81.019997,82.080002,3273200,77.040388
2014-11-06,82.730003,82.949997,81.07,81.169998,6788300,76.186257
2014-11-05,82.470001,83.900002,82.00,83.50,5372500,78.3732
2014-11-04,82.440002,82.800003,81.839996,82.230003,2402100,77.181179
2014-11-03,82.230003,82.599998,81.849998,82.379997,2347200,77.321964
2014-10-31,82.50,82.68,81.339996,82.150002,3229600,77.10609
2014-10-30,80.599998,82.339996,80.370003,82.290001,3293300,77.237493
2014-10-29,80.639999,81.239998,79.559998,80.269997,2701300,75.341515
2014-10-28,80.699997,80.830002,79.68,80.720001,3206300,75.76389
2014-10-27,80.379997,81.139999,80.300003,80.610001,2045500,75.660643
2014-10-24,80.139999,80.550003,80.050003,80.300003,2846500,75.369679
2014-10-23,80.360001,80.50,79.660004,80.07,2946900,75.153797
2014-10-22,79.209999,80.349998,79.110001,80.160004,3736100,75.238275
2014-10-21,79.650002,79.739998,78.970001,79.080002,3715900,74.224584
2014-10-20,78.57,79.639999,78.559998,79.50,2503200,74.618795
2014-10-17,78.25,78.589996,77.050003,78.43,3517500,73.614492
2014-10-16,78.010002,78.510002,77.040001,78.169998,5226200,73.370454
2014-10-15,78.440002,79.639999,77.440002,78.900002,6592100,74.055636
2014-10-14,77.910004,79.809998,77.379997,78.870003,5818900,74.027479
2014-10-13,76.699997,78.410004,76.639999,77.410004,4942800,72.657122
2014-10-10,76.75,77.589996,76.720001,76.830002,3985700,72.112732
2014-10-09,77.00,77.660004,76.300003,76.389999,3471900,71.699745
2014-10-08,75.370003,77.110001,75.209999,77.050003,3963000,72.319225
2014-10-07,75.07,75.959999,74.870003,75.209999,3057600,70.592195
2014-10-06,75.419998,75.589996,74.830002,75.07,1814200,70.460791
2014-10-03,75.019997,75.279999,74.330002,75.169998,2670700,70.55465
2014-10-02,75.220001,75.769997,74.889999,74.989998,3516100,70.385702
2014-10-01,75.050003,75.730003,74.860001,75.300003,5296800,70.676673
2014-09-30,74.260002,75.209999,74.029999,74.769997,4188600,70.179208
2014-09-29,73.690002,74.190002,73.43,74.190002,2041500,69.634825
2014-09-26,73.889999,74.260002,73.309998,74.080002,2988200,69.531578
2014-09-25,73.669998,74.18,73.650002,73.959999,4234700,69.418944
2014-09-24,73.730003,73.900002,73.400002,73.709999,2160500,69.184293
2014-09-23,73.849998,74.239998,73.610001,73.669998,3157900,69.146748
2014-09-22,74.00,74.330002,73.480003,73.870003,3061600,69.334473
2014-09-19,73.800003,74.470001,73.650002,74.379997,4045600,69.813154
2014-09-18,74.480003,74.550003,73.25,73.480003,3476900,68.968419
2014-09-17,74.639999,74.82,73.959999,74.300003,2991900,69.738072
2014-09-16,73.940002,74.589996,73.849998,74.349998,3483900,69.784997
2014-09-15,73.349998,73.699997,73.160004,73.440002,2300300,68.930874
2014-09-12,74.129997,74.279999,72.949997,73.059998,3826100,68.574201
2014-09-11,73.760002,74.489998,73.50,74.459999,2865400,69.888244
